FeatureID	ratio	min	max	label_name	cat
2962	1.518561432555	0.276999	2.81971	mtb  2962  m/z  578.32 	MAFLD
3060	1.521028516735	0.337727	2.91945	mtb  3060  m/z  622.35 	MAFLD
7522	1.553527035921	0.131178	3.31195	mtb  7522  m/z  309.28 	MAFLD
1880	1.56076997076	0.127457	2.98499	mtb  1880  m/z  143.07 	MAFLD
48	1.564265602595	0.433358	2.7325	mtb  48  m/z  182.08 	MAFLD
3122	1.571201201635	0.0891626	3.04536	mtb  3122  m/z  666.37 	MAFLD
3092	1.585127557072	0.273407	2.97021	mtb  3092  m/z  644.36 	MAFLD
3017	1.600085489995	0.215529	2.94412	mtb  3017  m/z  600.33 	MAFLD
3233	1.6009521288155	0.243275	3.1029	mtb  3233  m/z  721.41 	MAFLD
1993	1.641665011715	0.187399	3.29955	mtb  1993  m/z  433.2 	MAFLD
891	1.65432426503	0.0666428	3.42627	mtb  891  m/z  218.14 	MAFLD
2405	1.6884038104	0.29714	2.98472	mtb  2405  m/z  543.3 	MAFLD
7406	1.713347834925	0.197686	3.57147	mtb  7406  m/z  430.33 Suspect related to Massbank:RP029702 N-Oleyl-Leucine|N-oleoyl leucine|(2S)-4-methyl-2-[[(Z)-octadec-9-enoyl]amino]pentanoic acid  	MAFLD
3135	1.7136227586	0.499158	2.85972	mtb  3135  m/z  655.38 	MAFLD
2852	1.762140918435	0.113562	3.54494	mtb  2852  m/z  534.29 	MAFLD
2679	1.767407941892	0.230337	3.55005	mtb  2679  m/z  675.38 	MAFLD
2295	1.772955697065	0.187956	3.34411	mtb  2295  m/z  499.27 	MAFLD
3081	1.7852132255	0.762306	2.85079	mtb  3081  m/z  633.37 	MAFLD
3292	1.78654097712	0.160269	3.56727	mtb  3292  m/z  776.94 	MAFLD
2899	1.79023669813	0.137989	3.57079	mtb  2899  m/z  556.31 	MAFLD
3014	1.7965410323	0.694411	2.9739	mtb  3014  m/z  589.34 	MAFLD
3167	1.8595609123	0.576826	3.08343	mtb  3167  m/z  677.39 	MAFLD
2915	1.90489435565	0.55579	3.25273	mtb  2915  m/z  545.32 	MAFLD
3183	1.91129365467	0.615528	3.24667	mtb  3183  m/z  699.4 	MAFLD
2965	1.9145168484	0.770484	3.12708	mtb  2965  m/z  567.33 	MAFLD
3242	1.9250732642	0.430324	3.3598	mtb  3242  m/z  721.41 	MAFLD
3132	1.92981214905	0.562355	3.39487	mtb  3132  m/z  677.89 	MAFLD
2710	1.943722882735	0.0662437	4.1838	mtb  2710  m/z  360.71 	MAFLD
3186	1.947942416415	0.097487	3.99136	mtb  3186  m/z  481.28 	MAFLD
7140	1.95916817768	0.175677	3.9398	mtb  7140  m/z  404.32 Suspect related to Massbank:RP029902 N-Oleoyl-Phenylalanine|N-oleoyl phenylalanine|(2S)-2-[[(Z)-octadec-9-enoyl]amino]-3-phenylpropanoic acid  	MAFLD
2853	1.96829476608	0.585633	3.60361	mtb  2853  m/z  523.3 	MAFLD
3039	1.978340100455	0.577793	3.21318	mtb  3039  m/z  611.85 	MAFLD
3220	2.04124684235	0.606995	3.58059	mtb  3220  m/z  721.92 	MAFLD
3099	2.0541667243	0.662355	3.44538	mtb  3099  m/z  633.87 	MAFLD
3283	2.06050497304351	0.434527	3.78881	mtb  3283  m/z  743.43 	MAFLD
3465	2.065880866815	0.34585	3.96605	mtb  3465  m/z  236.13 Suspect related to Spectral Match to Gly-Phe from NIST14  	MAFLD
6480	2.0771066287	0.663287	3.63109	mtb  6480  m/z  299.26 Suspect related to 1-Monolinoleoyl-rac-glycerol  	MAFLD
2811	2.11613462005	0.624793	3.97165	mtb  2811  m/z  501.29 	MAFLD
2873	2.120039450215	0.303331	3.95961	mtb  2873  m/z  545.82 	MAFLD
5740	2.1658969511805	0.527323	4.26981	mtb  5740  m/z  312.25 Suspect related to Putative (3-hydroxyheptadecanoyl)glycine  	MAFLD
2795	2.16785390947999	0.0382664	4.16401	mtb  2795  m/z  479.28 	MAFLD
2898	2.1891376429435	0.329666	4.43145	mtb  2898  m/z  763.43 	MAFLD
3900	2.19356934735	0.979459	3.68362	mtb  3900  m/z  521.39 Suspect related to Spectral Match to Tauroursodeoxycholic acid from NIST14  	MAFLD
1348	2.19950447861	0.0738874	4.80188	mtb  1348  m/z  145.06 	MAFLD
2400	2.210819646595	0.0950646	4.13459	mtb  2400  m/z  220.1 	MAFLD
5663	2.2117295715	0.920394	3.37168	mtb  5663  m/z  330.26 Suspect related to Putative (3-hydroxyheptadecanoyl)glycine  	MAFLD
3026	2.23478296949	0.104437	4.54555	mtb  3026  m/z  234.11 	MAFLD
1011	2.274761707425	0.327185	4.17544	mtb  1011  m/z  197.13 	MAFLD
3281	2.282297382195	0.213812	4.8017	mtb  3281  m/z  765.44 	MAFLD
5990	2.34795522750001	0.984369	3.74223	mtb  5990  m/z  344.28 Candidate Nonhydroxylated bile acid (delta mass -17.0313; sirius atomic difference: -5C, -3H, 1N, 2O; buddy atomic difference: -5C, -3H, 1N, 2O) 	MAFLD
1981	2.355700519205	0.291866	4.46864	mtb  1981  m/z  232.12 2-(3-carboxypropanoylamino)-3-methylpentanoic acid CollisionEnergy:102040 	MAFLD
5953	2.433400080985	0.0372713	5.44553	mtb  5953  m/z  314.27 Suspect related to Massbank:RP029701 N-Oleyl-Leucine|N-oleoyl leucine|(2S)-4-methyl-2-[[(Z)-octadec-9-enoyl]amino]pentanoic acid  	MAFLD
2242	2.470341606613	0.64189	4.38593	mtb  2242  m/z  194.12 	MAFLD
3461	2.599419778075	0.189974	5.35253	mtb  3461  m/z  258.11 	MAFLD
5827	2.6634257259	0.586373	5.06835	mtb  5827  m/z  312.25 	MAFLD
1313	2.72222692895	0.470061	5.34252	mtb  1313  m/z  269.11 	MAFLD
2861	2.7570864586	0.148661	5.95502	mtb  2861  m/z  508.24 	MAFLD
5724	2.7658861339755	0.0383008	6.70964	mtb  5724  m/z  352.25 	MAFLD
3035	2.76660626865	0.353797	5.21576	mtb  3035  m/z  807.46 	MAFLD
6746	2.80581555622499	0.151393	6.12898	mtb  6746  m/z  402.3 Phe-C16:1 	MAFLD
2598	2.81337101596501	0.153728	5.46128	mtb  2598  m/z  435.25 	MAFLD
5981	2.83786319405001	0.196035	5.86317	mtb  5981  m/z  366.26 	MAFLD
2704	2.852561708455	0.00678991	5.95378	mtb  2704  m/z  457.26 	MAFLD
5354	3.10004273750001	1.59724	4.50609	mtb  5354  m/z  540.37 Putative Chenodeoxycholic acid Phenylalanine conjugate 	MAFLD
2674	3.18867664315	0.883877	5.79323	mtb  2674  m/z  265.19 	MAFLD
8566	3.3867168568955	0.320069	6.49918	mtb  8566  m/z  520.42 	MAFLD
1589	3.60706763839999	0.486487	7.25514	mtb  1589  m/z  181.1 	MAFLD
6013	3.681292337045	0.364123	7.54213	mtb  6013  m/z  326.27 	MAFLD
605	3.68718148949999	0.0297652	7.61105	mtb  605  m/z  312.15 	MAFLD
2124	3.83055218014999	0.0809599	7.50284	mtb  2124  m/z  283.15 	MAFLD
4398	3.8668149708	0.262821	7.4893	mtb  4398  m/z  361.24 Suspect related to NCGC00380833-01_C20H28O5_Gibbane-1,10-dicarboxylic acid, 2-hydroxy-1,4a-dimethyl-8-methylene-, (1alpha,2beta,4aalpha,4bbeta,10beta)-  	MAFLD
7606	3.926673203801	0.156733	8.42977	mtb  7606  m/z  308.29 	MAFLD
6454	5.1947678258	0.136898	10.4308	mtb  6454  m/z  783.58 Suspect related to Cholic acid  	MAFLD
6668	5.20481275939999	0.689335	10.9741	mtb  6668  m/z  372.35 	MAFLD
868	5.6630799352	1.00404	11.1225	mtb  868  m/z  153.1 	MAFLD
568	6.47077294544499	2.45704	10.8216	mtb  568  m/z  139.12 	MAFLD
8277	6.63364687	3.10771	10.1286	mtb  8277  m/z  355.26 	MAFLD
7942	7.045096639	3.46696	10.9093	mtb  7942  m/z  322.31 	MAFLD
4070	7.07549973084999	0.903119	12.8753	mtb  4070  m/z  357.21 	MAFLD
5956	7.215929173	3.75837	11.3057	mtb  5956  m/z  307.31 	MAFLD
2299	7.37326858899999	3.47277	11.6852	mtb  2299  m/z  159.04 	MAFLD
