FeatureID	13L.N1	13N.N1	14L.N1	14L.N13	14R.N1	15L.N1	15L.N13	16R.N1	16R.N13	17N.N1	17N.N13	17R.N1	18L.N1	18L.N13	18R.N13	19R.N1	20N.N1	20N.N13
2634	1398.297008	3651.410796	1309.789189	634.0807459	984.9413474	9261.296235	1711.797112	2656.179542	0	2183.581554	4658.537321	4533.039299	1198.172786	1108.02069	8328.117729	11616.60762	8308.80387	1368.066284
2635	2078649.411	2085400.509	71055.25455	560772.4172	90001.26701	623010.4434	846181.9933	251030.2483	587387.2609	653709.3449	1034258.551	811419.8407	480845.5425	491190.1006	1744374.336	1634439.173	618463.9018	897920.7596
2636	6531.804512	11777.96551	57708.67814	28199.01955	77608.31627	38769.37432	184596.3053	20263.73773	35589.32907	25905.26735	10114.36604	112862.9295	24832.43775	25806.09581	5300.959447	11551.28	58727.59758	59966.06862
2637	0	0	1026.626267	0	996.1844402	4877.917931	1189.699006	4523.659205	0	0	0	2439.173363	1008.235307	0	0	1369.403862	0	0
2638	0	0	0	0	886.6863144	2081.369429	0	3067.486923	0	0	629.8444074	0	0	0	0	0	0	0
2639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2641	0	0	0	0	1127.518188	0	0	709.9301677	0	0	0	0	0	0	0	0	1720.886641	0
2642	869.3025603	0	0	0	0	0	647.6630256	0	0	0	0	0	0	0	0	0	0	0
2643	1043556.858	429889.0889	61360.29414	150128.8161	88269.13225	233738.7745	288801.376	224004.6419	211071.6793	112401.778	60844.43888	153194.0834	82717.59192	65975.3559	53225.09044	67000.02106	82814.449	104026.5141
2644	1236597.173	1607786.911	47576.70966	4844.655755	610892.4613	66239.95504	36418.08401	937145.1118	7007.825618	8047.665939	888.7198691	7689.055926	12109.03752	4571.49564	14302.66587	3224.264135	2511.381474	2268.240429
2645	899403.4688	80323.91294	63866.58236	35059.52168	28578.99111	250236.4119	166165.6565	136231.4769	86661.43762	66103.23321	17495.59102	89136.54396	38741.04742	10738.04087	23161.22645	43172.5978	33719.17636	49445.92609
2646	833904.8941	398296.3678	114254.3339	239703.2908	48649.0227	302644.8274	288500.2429	153496.0794	199063.6621	90390.20918	80941.09564	117492.6544	112305.2824	64476.2127	23421.17289	207596.8505	107450.2133	64987.87608
2647	2129947.037	315937.0285	86969.12628	118786.5833	152415.617	293961.543	287206.5293	153564.4799	160666.7634	43178.08979	40987.00205	192857.8096	97158.96584	75758.60717	131518.5764	122065.8661	117383.684	44776.66344
2648	1016674.169	513003.9324	160200.7765	307145.7049	135745.7849	472003.0531	532065.9399	214390.3535	317734.2088	88642.51356	80916.71871	130090.5569	127936.927	81350.26176	32792.41627	275846.8572	113909.7759	80642.02564
2649	2050514.435	2583325.591	91031.41046	68737.86586	67213.36105	312744.4418	32091.44662	10099.7281	27402.68292	67605.88186	13094.89453	335921.8653	211721.9467	24272.51117	29012.85186	348251.1279	124498.7431	13761.73552
2650	988066.9733	469390.5509	81567.24851	175904.4185	153092.7847	100090.6432	14870.31001	493768.536	190915.987	187604.4265	117002.7194	152766.5919	264651.4091	62027.50312	230476.7487	695682.4508	29911.83124	66515.0477
2651	3526359.638	187534.6916	51503.46654	6943.703031	25405.80105	215910.6734	21501.67557	93929.2708	11078.87955	80916.8569	16877.48081	208070.8125	64111.47725	128687.8092	43223.42416	131761.7252	36602.74965	8396.130936
2652	3047065.222	715262.931	197829.6438	301762.4975	143227.6727	645081.152	511288.2314	366835.6789	268493.0532	167571.4696	134815.221	213607.8496	220849.2767	131756.0786	99364.00654	174871.3796	223704.3306	195012.5827
2653	1784740.07	54217.69493	9546.144474	31626.53746	6430.409642	296463.3194	51700.87435	83506.87834	72431.54176	12188.37814	3163.666155	13994.29596	20342.51854	9208.503908	9820.762581	16330.17971	4300.373723	4566.906329
2654	1566206.536	578524.075	62675.53126	98763.02692	31194.56809	214318.2749	12613.37027	223926.1156	85623.52317	22490.3169	11577.05818	31038.49654	42197.38604	18372.95483	14307.96192	462719.9779	63404.96696	30233.30999
2655	2504931.733	711530.0825	68925.1057	245432.2527	26889.23464	371185.8466	207913.9506	160252.6814	200573.7284	116169.8822	212982.1041	85902.15915	14780.65245	6725.094972	14718.79775	283331.4612	73916.45483	360879.0105
2656	1229053.244	1052311.542	41949.45391	1074531.952	142295.0935	528867.7071	85405.86445	59099.15298	427484.7546	121476.5606	401152.3623	139608.6226	194789.9279	262661.9828	123171.8942	429621.5656	136986.6266	297485.3435
2657	3244700.375	151241.3501	16866.35048	30896.24949	17323.00229	501960.1978	284548.1385	44077.73433	110900.1793	17243.96883	8760.351831	38407.95037	16875.88785	12269.15405	48007.14293	93225.35126	15193.39328	4855.094101
2658	576078.3482	476409.3298	3734.699731	25105.79387	2303.942146	20668.59159	28366.94069	2614.314767	4181.10539	2629.193218	6467.592669	8903.373736	5729.383033	6954.114429	1933.648656	3740.124437	3992.252035	8642.186967
2659	877294.3825	727315.3808	117422.9276	325726.5348	86072.94057	498454.4947	464931.5266	270540.6108	526653.9884	244774.9715	238094.8181	382344.461	148367.1067	89017.2229	39340.07069	271102.2184	158628.7569	481528.4103
2660	660665.8143	622280.5462	56783.99621	34446.99551	65319.7528	86736.61921	12375.50275	266545.7994	34734.35115	172621.3089	100541.9045	128747.9208	76457.47115	31257.49277	137428.8424	202669.2011	54671.63811	87755.71995
2661	1898363.432	861885.0186	159171.4787	361280.4443	113569.6517	776079.4347	480776.519	464880.8405	579468.8958	242213.0593	127596.0989	266159.7424	61142.67975	61938.75456	23786.05398	338659.9155	92795.90008	284579.6235
2662	2186463.815	40992.68588	26382.62494	33297.27502	149409.8279	1117066.965	509096.9639	272208.9939	96456.94756	127601.3871	92509.59778	85021.64957	87349.50043	24857.10391	60469.90546	182762.6775	32254.84178	27447.13999
2663	364044.5208	435999.1327	269298.9377	471977.1127	170036.8439	406942.2974	507025.4678	204730.67	339242.0333	160980.5707	345231.3044	130896.9574	250801.4297	171870.5652	363795.808	309846.4154	224400.0389	323079.2717
2664	614331.4697	191093.6335	64400.89622	13289.68219	64168.0067	132128.2785	47128.80898	75356.23125	9976.120173	10685.5225	8342.202731	47775.1307	93721.45212	93546.05266	34169.48185	135310.0837	84348.47567	36827.35716
2665	1449603.626	599142.6598	126279.9424	331628.0948	60927.87317	704078.7155	257356.5886	332528.0978	428459.5248	83453.9819	77239.76138	185621.9353	109062.0735	83450.64096	220343.1587	267951.3361	180547.9188	187616.426
2666	551642.0347	317229.1905	57137.45135	115841.9501	42276.30496	177753.2924	210786.3484	76467.61965	137690.9783	60688.12599	52127.71921	72882.3267	80133.01443	63810.46657	91462.61671	108524.4718	54952.22045	54753.57941
2667	1779058.632	1205935.427	108298.4267	428910.8578	67183.29733	1333553.488	464961.51	104271.3432	264819.8759	61450.50964	25760.28503	195780.5122	172181.9958	108239.7493	107454.1969	566614.8593	187263.4056	182391.8858
2668	1362034.587	1138881.835	81459.24121	211244.8673	18604.71195	820543.7342	605715.8037	241030.3744	702276.5179	29041.96593	83531.1316	487263.5287	209239.3737	47906.41708	56628.47026	346627.1559	97358.83433	106057.1189
2669	2062704.412	186997.5788	21171.50812	485.3292333	9985.782976	3554.289132	14837.87623	26839.61504	105151.241	519.0302436	9325.012098	510.84174	0	0	0	6857.372912	1075.47835	539.4881833
2670	725639.1018	394573.443	124356.9837	338947.486	66337.42917	260262.3178	336747.8481	89542.28949	162462.2686	62311.10091	83684.71452	84638.68745	96133.8583	98995.61287	90201.60195	94426.1856	80787.66132	35156.41105
2671	1039614.466	341912.7937	108796.5527	6851.276789	82134.67105	299752.397	3200.881901	252957.1389	12896.59256	35672.57968	10130.85457	53965.86412	121758.2713	157936.3761	1516.384353	377920.7333	114717.6068	96512.60995
2672	2790299.271	1358535.214	191332.9055	496068.2761	200645.145	900369.9151	257628.6928	851148.7861	818872.9362	488567.2232	438769.5468	773040.2859	439069.2846	250958.3576	63194.767	516347.1019	532417.5361	270231.5359
2673	2516701.26	1911914.228	125634.8993	566456.9268	88745.05879	632269.4027	256664.4773	604019.3201	563941.5479	380161.3948	162137.8838	562006.0787	246165.8731	43928.07308	89907.09111	192561.4984	343495.4174	485730.2908
2674	867879.0054	1057143.135	167762.3616	9243.053059	65006.48613	99342.61977	29333.04792	290952.1066	21006.3836	5740.804619	3418.276592	2634.108228	8258.952965	9318.259409	43609.66164	99124.39329	1794.171097	9064.941435
2675	869999.8038	965956.0444	279166.4887	646217.4695	133458.9115	664090.3647	501694.8629	137700.6586	327691.9366	106789.2659	37482.62662	307970.8291	249498.8444	125648.8486	191078.8769	252538.3031	331027.5468	353257.7524
2676	2096605.697	38947.37716	50469.20929	592.4864032	61367.02223	2608.815686	13637.52117	183552.1568	136658.105	499.5619855	32809.4958	2044.791678	3395.844786	405.7329446	1501.146754	15995.73478	9397.918415	6880.999612
2677	801388.1121	639091.618	96705.62429	218804.8845	57313.707	358922.1291	230858.8592	643590.4682	489661.3696	460265.578	240718.4306	512288.56	164850.2146	106424.0755	63316.56179	429786.6492	210681.0184	221605.8475
2678	810363.9171	1320895.186	272800.1126	1054376.153	420050.2593	1351416.131	313491.8335	1051438.182	564421.9731	999935.1407	1176904.077	1307755.61	308818.3205	314512.9959	986670.4531	562564.031	241650.2057	338031.041
2679	1131085.161	462846.4068	199138.4921	367753.612	136339.8674	816463.4345	646760.9549	338754.5788	411776.9736	142496.4039	124218.7633	103234.9747	192488.5292	146034.9666	109842.3302	226096.51	202161.6905	201625.0287
2680	1299551.815	530081.8649	68831.11421	143839.573	23471.55769	732914.2523	747895.6045	184981.6692	342398.332	9455.77478	18511.0898	44469.11633	4810.558383	16826.62316	14912.03896	174232.6549	6679.998285	15400.92577
2681	1070469.666	297593.5192	98865.13172	8482.782746	130419.8981	1645293.354	96866.12371	107744.1696	7189.142531	115087.5144	21023.66804	415595.0229	750514.2763	36964.55831	191235.522	185240.7746	155505.0459	16101.20112
2682	1150215.156	108828.2527	474108.0031	5225.922996	98862.49345	63961.85805	10546.77337	618212.8827	5047.816891	16855.92543	21665.72248	6197.899348	22411.12181	59273.91992	14768.26482	85802.75196	2279.238668	2320.437992
2683	1145785.617	560322.2466	89142.70672	201775.2358	72452.11641	540723.6906	185445.4156	138379.88	162574.5828	47941.00863	38349.10641	131092.4652	116078.9756	60109.44254	20464.29405	113669.8886	105259.6369	114926.0861
2684	7700140.537	3882163.635	149327.8608	309933.4809	84379.74123	691530.99	569294.0018	591015.9015	1137291.021	283618.4741	293102.0095	641169.4069	293342.11	134375.5812	88174.69095	204313.6128	420188.9782	284577.0015
2685	975784.0452	218912.0494	399372.6487	803.2255551	96435.92553	182326.803	1545.122556	430025.4388	0	0	0	26593.24255	44286.35433	16889.39485	0	104736.6936	0	0
2686	1316183.262	525037.061	43741.53955	29601.35356	23995.01674	521124.8702	274821.4335	291159.3254	260732.2359	291319.5692	102578.5989	221183.0286	67926.35501	41048.91214	46351.57084	367504.2204	148689.5449	45625.43321
2687	480644.682	50176.76526	3025.490753	6033.450543	7038.841314	17362.29928	29698.72883	72993.64627	19923.22859	674.5185514	475.8282392	3733.689137	1497.883833	1562.538968	802.0295938	6583099.11	4372.931113	3020.389167
2688	804322.6881	514290.3951	140639.4135	460633.9909	135876.0826	330992.8915	41496.63124	295955.9864	660069.6534	183164.5464	211110.8954	142833.3566	33658.51614	93425.15056	63309.51319	281602.8902	62594.52524	121323.2197
2689	1094696.126	262614.2797	4672.476871	1071.332457	12127.164	8611.616589	30011.4995	58269.48413	6881.658962	5434.343724	12983.60809	6209.77897	29156.74498	17291.18034	80164.72597	242185.7792	8891.5172	4732.074649
2690	706883.223	1994031.172	38927.86898	91238.28806	4193.666198	32583.56662	15172.1649	42905.21073	13818.71173	7196.494978	6766.003724	17190.70551	15951.82303	6510.535266	33539.25059	23709.03488	9472.180037	9398.050195
2691	3186073.018	3446964.021	357439.518	3145543.505	427447.3345	1444926.605	1243765.973	632419.2171	1452859.362	368304.0643	659461.7533	712224.5116	1231206.606	756087.9497	332644.8786	662893.7221	806308.3479	822840.6403
2692	2666974.208	398417.0739	56665.96122	1689.991427	4010.728204	13342.67124	2071.296004	54192.90978	7692.443749	1601.38527	617.1963585	17018.6708	9754.243151	1286.762691	1001.411461	354185.0833	2547.068398	559.5534148
2693	2410160.669	545040.5103	43726.99981	2343.424439	1243.71638	7764.465277	7468.256324	111613.7141	4741.855855	5293.750298	1952.815861	9031.489992	5013.939923	2218.272482	2442.455271	420898.0813	1024.489357	3854.203052
2694	753186.2876	410393.5726	226754.8979	1141517.288	240126.9549	357771.6826	107763.3843	257546.3964	562870.981	213016.5134	445471.2711	301926.5388	356749.6751	311598.9524	216615.2029	251241.5544	637049.4487	692488.2942
2695	1171068.439	1667628.767	302541.4871	3375.604659	94691.31486	520091.7433	57921.37512	116166.6444	2129.558802	12663.53814	2149.748828	24303.12375	194725.0209	2343.262516	13753.6359	100941.8928	9763.753213	3964.46464
2696	1264105.681	903596.9517	53766.67786	5503.630216	134275.5098	475577.7303	23492.30781	81956.84373	5446.126209	62616.72585	13402.96526	29427.79069	191878.7897	9695.681511	5856.677545	3858.084717	57066.43927	2999.107758
2697	4371954.755	1.2e+07	138061.5883	385528.0743	28198.38302	251756.1681	182561.462	328343.3607	42354.93238	1728.501916	0	33095.7384	6804.546402	13942.22566	0	67527.91117	0	23704.97468
2698	1056322.359	754206.3875	77909.44204	646378.6646	43219.70521	592012.6573	132031.78	237919.9024	219286.9354	80994.69434	132934.7947	71107.85216	7735.670843	6367.199112	22328.84341	128048.6278	28080.242	105968.3967
2699	1751904.901	5622272.361	41465.257	153007.3475	5915.751277	60569.95928	61798.63576	73999.47059	25503.39369	889.6256615	3313.89681	6294.822642	4894.178406	5490.765063	1703.205972	10083.75317	911.330092	10765.17119
2700	7752062.151	6010441.25	431157.6061	180316.9362	82635.94488	426186.6375	22774.20512	160282.2069	55145.22698	42581.34462	60023.60135	8443.200338	57895.29365	178896.1805	47442.27191	22509.73556	31008.59845	16982.60433
2701	2859045.03	471198.0687	639924.2185	925.8115718	172754.3853	441264.1539	52581.86681	153986.6402	0	4529.035801	0	15778.27139	423394.8236	23627.55593	64976.19811	218528.6168	3421.751981	663.9471912
2702	8682007.137	1640088.871	257982.6297	27643.23834	13689.89023	65095.58189	15987.36434	411684.8757	23551.88452	5674.176633	3517.003036	80649.18399	59858.21084	16675.067	11753.98972	1516922.332	12292.01545	2694.859073
2703	1124811.466	244971.0354	11519.92907	1074.604888	0	0	7475.278754	40462.11638	2828.439787	1313.008798	891.5024836	1989.268617	1588.19022	456.5367517	1969.626476	214875.8976	573.3140745	817.9019547
2704	1595749.317	799733.747	151050.3476	1060835.433	120190.8275	150661.7389	378550.2757	98470.4608	347550.5272	95538.98143	42360.22768	387202.5751	285510.2431	190681.8274	69478.01047	218261.5917	166455.9103	657315.0932
2705	1155093.047	2650753.394	9359.341417	73502.99985	1297.949216	21567.42937	61714.65204	30303.09484	5457.755933	710.2583912	550.4080443	2422.756157	3119.946247	2619.216811	495.4928279	2935.001241	0	818.0525285
2706	1776518.79	279400.79	23151.7756	6705.971759	2944.803934	7785.189264	14773.96559	105864.5385	318937.3909	2447.203777	6564.782103	2356.098759	12625.70023	4176.022011	1246.907748	47942.17852	36163.0708	1080.185314
2707	1956372.223	281769.393	30056.57289	2518.120685	1454.89809	12685.59308	2746.251133	56966.95594	1798.27799	0	457.8778721	8786.502722	2052.404465	427.3066654	0	280064.5339	636.0690848	1011.307743
2708	2952171.602	223417.7233	20402.63545	916.387153	10805.31227	7714.765645	11938.83641	33488.38809	114838.288	0	9528.840104	758.7835988	0	0	0	6457.118678	0	0
2709	1563670.591	861876.3964	21670.24652	1832.18862	25860.19075	270929.479	9734.486749	11290.72562	4650.321111	41850.92675	1641.282548	65333.61783	135839.8118	1597.042356	2872.361058	2692.008442	41230.72507	2136.730994
2710	832350.4927	931858.9146	84421.19743	0	90986.54528	386909.3898	954.0798406	23987.36283	0	16324.31867	0	6910.33316	212129.0365	1772.478414	1868.934435	49324.46844	5516.519547	0
2711	736756.2196	292482.8178	108573.811	0	30404.9537	2918.008367	0	107419.1895	0	0	0	1220.035597	7411.788032	1302.888379	726.4545976	39847.56051	0	0
2712	468965.4098	399287.869	150129.8978	0	94547.30605	411742.779	9021.313959	46362.3946	3022.660082	16304.13645	1032.970756	71108.71878	46747.88997	1396.935408	9284.29377	28500.90356	13421.7936	1265.587691
2713	1129726.468	168782.3148	63469.70119	23173.64688	19897.52153	12696.69356	27681.09433	83787.11917	12396.74234	14794.36211	5500.225346	22675.05393	12734.3599	3808.361982	1684.587213	320736.1838	28455.07701	2376.402778
2714	824623.8853	342839.2535	169366.4525	1493.053922	15821.47948	0	1764.625017	27634.50771	1013.554388	0	572.183561	0	0	0	0	0	0	937.7468143
2715	956891.604	141286.2583	11209.68041	26940.59935	12400.48515	13482.87064	17241.44475	89234.8063	16182.49574	1634.120434	21475.5289	14392.80682	32304.12153	3566.20649	3458.365834	84965.51925	18794.80996	37248.37284
2716	2372657.936	2802694.088	98548.00173	0	0	154530.9421	318198.2693	44073.38838	0	5377.917325	0	27262.62471	56233.39198	3366.407636	0	0	14414.61555	0
2717	896017.2335	912550.1124	251328.6157	1126074.012	104984.0499	366434.895	270744.1946	294845.0168	818999.1659	39743.61148	15310.3926	177043.3781	376380.9835	313727.3126	0	6047.274051	318732.102	1089835.907
2718	466852.6835	33911.40209	93598.58865	0	57064.40805	193927.829	7692.400084	157987.142	0	4039.857186	0	4926.385251	37610.07001	4923.259442	2350.849781	12590.35233	1141.389278	0
2719	2605747.18	1661289.115	7136.639539	0	1610.084098	0	3807.004912	84135.97903	0	1712.402866	0	3073.299428	15910.19255	2257.448587	4465.894684	343148.744	0	0
2720	962185.6562	248807.0676	8679.651068	0	92400.71509	211974.8263	14141.94868	46436.02005	15638.12317	40852.66251	0	100337.3936	824447.6736	313803.587	488655.3711	89758.94722	0	0
2721	2667565.008	1471322.493	988611.8624	80407.356	1373948.533	7020664.85	593292.9345	1306191.768	389119.95	425446.9775	231035.6163	1438664.688	2418855.185	360812.2725	2564836.911	8595132.275	558077.0148	68404.41767
2722	177679.5973	117561.057	4169.034823	26892.77479	28364.85122	57419.29606	144985.3266	86524.60938	48222.63277	25708.23804	2758.645662	28970.29152	9064.890457	5832.980646	28378.10916	33266.39362	70852.56317	45280.6796
2723	139137.8132	19674.29453	12036.00405	19924.15281	16633.75225	142978.0907	54592.15819	37170.72356	22025.83167	24852.40985	9121.941007	23694.15059	14483.45786	7709.444798	18399.41811	9456.047279	12622.48158	36508.48806
2724	199569.0117	105545.1695	37340.11219	39068.132	9808.665561	175364.528	159830.9153	77317.20998	94622.75164	5169.557079	7667.067681	34424.5383	36560.38362	26627.57856	12320.21411	15824.29683	34227.5466	18992.92474
2725	44276.65026	11022.6913	6909.214126	4381.448559	15650.61822	35255.409	9330.26975	23081.47484	3604.549822	8994.790523	19925.54715	20457.89095	18542.7467	31148.14875	13403.6624	18669.33649	9378.724223	14852.74725
2726	405758.278	221698.5466	31457.36564	10539.3547	42768.47457	299278.6503	173090.2807	110699.0093	54176.18446	51462.70385	58789.35126	85613.04938	76146.16449	33433.78877	56111.97336	121293.6706	72893.42936	89516.28082
2727	916517.3412	120571.1324	51465.15832	96017.75796	19382.47501	342199.7997	48307.81238	131544.9149	75712.84778	24836.3014	10157.34331	34176.5294	25145.8433	16843.82147	5521.29107	62205.75015	17210.37896	17104.79615
2728	240244.7204	336750.1286	11938.98746	39514.0033	52168.39837	128125.7914	85712.86742	79594.06544	82130.60858	56007.42954	10485.89466	49090.73278	91042.88099	60565.01588	26873.33894	44798.54499	22577.68185	25750.2257
2729	176236.918	29245.64681	4220.154361	10479.78906	16017.45377	118628.6903	43238.33449	93300.43044	25527.9269	16490.56385	3605.832368	391797.1099	18787.33538	5365.075078	1062.193823	6601.357895	4874.39017	10554.82962
2730	27880.97635	13629.44857	4050.446832	7752.32328	8128.586524	9410.370015	24256.86127	12752.24602	20324.07987	4733.30641	5003.874597	4145.123764	7759.032489	6459.948353	4151.386544	39076.82545	5799.780236	8268.811775
2731	620288.8545	212581.334	46609.44865	20950.55617	15562.25569	397763.1761	134942.7624	119690.651	71096.80688	20346.52389	15883.58922	69398.36309	15309.92796	16003.24368	8994.053969	87570.52017	28186.89402	21755.04977
2732	1569859.49	1495903.637	69470.45626	83317.45073	57357.12222	690318.2313	454788.9939	201186.7174	159902.5226	180615.0878	148097.3546	356063.3173	165036.4572	67379.35571	113642.2744	295774.8039	169544.9827	92450.61
2733	186782.1193	239315.4962	2549.301142	5449.695643	3139.176094	12978.75418	38368.20158	1862.369467	3538.259383	5076.038553	2313.995355	6649.039893	1620.764653	2304.383778	2991.13603	8524.983429	1065.011702	1912.120058
2734	74358.4621	31088.81731	6372.865005	11560.05865	3770.023782	45505.06789	30922.09157	9247.30403	13450.01409	14036.05194	6906.81995	14946.60278	9233.236878	3588.964282	8164.40288	6953.458138	12318.86736	15510.12165
2735	10885.96699	5901.682628	15260.36478	22205.1958	10636.80157	13113.84369	46628.58577	18400.06512	32800.7001	24013.32168	2717.684304	4177.813376	6168.514516	3150.803334	7170.167273	8386.117353	4038.934238	7216.203725
2736	6351.294723	10409.19731	1329.176273	5606.846445	2561.363633	3329.829053	6618.450749	2560.136877	7229.655511	3277.285188	3471.163719	2140.296312	3478.763028	2348.639763	3541.564283	1919.48407	4639.866585	4439.443145
2737	448509.5708	214501.8304	25384.0088	12606.73203	11817.62096	75837.40139	21227.6189	26539.57718	23104.92809	17514.85543	7078.289417	46220.65072	14587.53724	1859.021748	2948.40981	60265.57369	5956.648565	6365.674485
2738	57841.98065	110352.4512	62388.09078	36353.53981	49542.90464	70272.7979	54798.72682	28360.45314	55100.64604	44204.21338	24684.63505	39305.26302	27985.12954	43476.73144	18507.71691	12860.75183	8930.476453	17577.30638
2739	149413.2154	113748.1603	1167.343449	3376.609291	0	1585.372386	1444.877915	642.6579269	4106.574324	675.5071985	756.4337422	0	350.0305393	1411.925191	601.0404791	1139.173389	2233.980733	0
2740	94943.603	80498.89984	682.031762	2467.362396	458.5464929	1940.086511	16289.8885	3707.683477	816.672067	0	847.7010676	1890.68587	679.3052057	1201.657425	1557.636801	2545.347749	2353.608669	1363.078907
2741	540885.4481	485789.2836	136207.7963	266350.8577	104077.0098	6194.964453	1294.625674	23071.74075	2283.804358	17525.04809	14013.76082	60159.88784	18278.91146	45460.23826	26829.49501	70119.99237	61026.28287	58578.88993
2742	62434.80362	14621.23986	17323.06973	3591.524115	6754.364501	10155.83157	17388.65226	3428.907903	16480.63886	14208.58122	6946.963399	12000.91745	8664.422904	2696.186	3103.726233	24207.61494	17365.56333	468915.838
2743	18612.93357	8377.52582	4829.49394	5295.608354	4244.548392	5728.575339	32304.25068	5495.96999	6970.278555	1708.26338	1278.381586	2649.442998	2163.935291	3848.922941	3531.443721	3256.148938	5037.668271	4164.767067
2744	5159.998473	3381.281707	1348.013501	7148.105469	1900.516476	35148.2022	4976.346989	15496.15899	10547.37995	1950.81172	1065.289841	8293.98823	2444.673134	797.6115703	2110.177829	3673.619407	7231.194917	672628.1322
2745	19146.21901	10147.11316	3164.609837	9628.883646	4529.935115	6363.06357	5881.161479	3287.327564	8122.265419	2648.423118	4139.892218	4779.631723	2444.673134	4012.800001	7603.095145	12568.65016	2183.204942	396847.1985
2746	27064.69573	12790.5657	5922.038238	6707.049886	4297.638258	6106.678357	6242.078182	2753.857818	2000.705979	4701.351241	1784.189327	3586.175375	6372.4619	2512.167131	4601.821661	6539.199503	2587.273751	6864.37467
2747	10817.76558	12835.8121	4098.606698	4093.837391	2213.99298	8319.014163	14197.74831	7191.283067	2266.937563	2597.590457	3189.863845	1527.168957	3178.892208	10679.70458	5974.493748	4779.74187	7549.359338	393101.9091
2748	0	5548.560148	1328.648192	159483.8135	10903.02007	78378.35515	155783.4881	11908.23847	166293.6756	47863.08288	92890.60642	155664.9442	88626.62401	44365.55046	70101.21778	35025.9201	151073.4361	115074.1947
2749	11044.15987	57756.60355	11492.17523	13686.54592	6290.300023	13932.08341	11406.07569	7611.253407	12198.82607	12611.10584	24369.16039	18365.92145	13306.07527	5578.173149	9921.914853	29571.28705	17602.00282	12613.63083
2750	5672.622421	0	0	0	0	15503.35445	4638.867134	0	0	0	0	0	0	0	0	0	0	0
2751	722128.0844	719521.7445	841.1101694	3126.583464	2421.659341	2767.773169	37759.82007	22842.46993	1943.203907	2225.56543	1369.920539	2042.834833	2821.503724	7599.519273	2053.993845	1088.674147	27665.87653	3774.637754
2752	18929.60219	8011.7664	11553.79795	3842.652502	31894.91475	93960.71513	161820.516	42185.4513	70864.45179	17417.17299	16185.86262	30480.46479	10533.85612	12542.90923	149186.3726	42134.11557	39206.50586	4435.968974
2753	3512.521977	1828.731713	888.8182641	1100.017887	803.6902778	1040.329363	1611.778581	1135.560145	2530.522648	882.47467	499.3418269	670.0725688	505.4991142	1108.492106	327.9185226	607.4666541	1422.577928	208963.0146
2754	720.0623389	2012.251666	1595.164374	659.1646155	3407.332074	1717.738884	637.6512023	7123.587547	1106.182247	704.0426168	10527.25927	4422.695424	2066.823504	823.7407639	496.0062622	1734.942467	1070.518287	1234.498048
2755	0	0	0	0	0	848.4570667	406.9440793	0	0	518.8242408	0	420.192194	289.473396	0	0	0	0	0
2756	94132.66924	182343.0354	2133.970975	3244.073511	2302.837934	10729.92364	42410.84904	4756.344675	6070.399196	2798.330686	4939.238568	2780.108134	3019.294357	3699.873081	3608.081385	4012.750541	9799.030657	5080.708121
2757	9493.808753	15259.02862	1117.39206	3409.217118	1584.049724	8393.32455	2669.89277	1298.235795	1243.705354	1701.409785	1301.172139	1422.467347	2517.495006	1926.337537	3208.476526	3945.758813	1472.913672	1585.987259
2758	2195.322911	830.3174451	347.8144789	540.4234223	420.2379635	1849.689338	1051.822923	687.4778465	426.2457336	371.3031559	0	382.9191126	0	292.829801	751.7270539	712.2629294	442.4241321	597.0217224
2759	182255.667	88094.64266	284537.8457	36170.21802	116975.9062	427713.381	79242.1383	270566.7756	126267.4717	36755.25575	22588.45768	19042.9114	137153.2047	42804.54093	21464.65527	51334.78504	9471.878276	14940.05069
2760	13906.05507	3731.562497	475.8646401	1871.097317	594.9998477	7201.404432	9282.487486	2723.808692	6993.282717	1268.824915	718.0269369	2412.479102	1177.241785	910.1021992	1555.353474	2544.481705	1892.014447	1020.686115
2761	10844.08816	3901.260768	30028.02039	25757.76838	7266.384216	3371.571348	37894.09408	11028.00762	59189.37005	2912.617196	2209.909064	25590.17694	5369.459697	1657.114183	2254.535538	11678.91267	3827.525925	8696.847848
2762	547151.3948	570151.2053	7460.386957	12697.84276	1825.86102	18858.23724	27168.26977	7363.367806	3362.996793	2311.96781	4845.935075	10729.83919	4369.34219	2441.725185	2121.601067	21017.94054	16762.3843	8713.270467
2763	310511.0172	165114.0189	929.900696	7086.792703	0	1895.939229	1957.50702	1807.432792	806.327633	0	593.5971399	1841.500377	0	0	0	1223.81477	1525.890197	475.7924259
2764	493783.4775	55269.49748	11968.36686	31112.53582	1291.143826	40808.84734	42787.26543	18982.99294	14870.97395	4348.333202	2098.948976	5503.837911	4267.092622	857.9704265	2899.763035	17581.01885	12854.77444	4600.984685
2765	0	31397.36804	11439.63312	9823.367984	12063.22172	22249.69942	8977.156221	10595.07977	14076.66591	2108.318453	3235.151793	5529.535937	11057.06124	12211.92332	4941.888322	0	0	0
2766	219812.4925	138630.6147	84051.30216	217535.5278	45881.70939	74742.85394	94262.48185	47465.32213	54509.86687	52042.32771	15551.57118	131891.8531	47025.51085	56060.90832	27308.28552	139328.9185	215571.3005	76936.5409
